arm	req_exit	spdm_msgs	spdm_bytes	link_packets	verdict	negotiated
A0	0	22	6559	119	as-declared	Hash=SHA_384 MeasHash=SHA_384 Asym=ECDSA_P384 PqcAsym=- DHE=SECP_384_R1 KEM=- AEAD=AES_256_GCM ReqAsym=ECDSA_P384 ReqPqcAsym=- KeySchedule=HMAC_HASH MeasSpec=DMTF OtherParam=OPAQUE_FMT_1
